date,location,latitude,longitude
7/8/17,"Fremont Park, Sacramento, CA",38.571,-121.489
7/8/17,"Wichita, KS",37.687,-97.33
7/8/17,"Goldsboro, NC",35.385,-77.993
7/8/17,"Wilmington, DE",39.739,-75.54
7/8/17,"Long Beach, MS",30.35,-89.153
7/8/17,"El Paso, TX",31.762,-106.485
7/8/17,"Dayton, OH",39.759,-84.192
7/8/17,"Lincoln, NE",40.826,-96.685
7/8/17,"Charlottesville, VA",38.029,-78.477
7/8/17,"Charlottesville, VA",38.029,-78.477
7/8/17,"Salisbury, MD",38.361,-75.599
7/8/17,"Cincinnati, OH",39.103,-84.512
7/8/17,"Pottstown, PA",40.245,-75.65
7/8/17,"Northampton, MA",42.325,-72.641
7/8/17,"Rocky Mount, NC",35.938,-77.791
7/9/17,"Portsmouth, NH",43.072,-70.763
7/9/17,"Morgantown, WV",39.63,-79.956
7/9/17,"Denver, CO",39.739,-104.99
7/9/17,"Covington, KY",39.084,-84.509
7/9/17,"Albert Lea, MN",43.648,-93.369
7/9/17,"Memphis, TN",35.15,-90.049
7/9/17,"St. Paul, MN",44.954,-93.09
7/9/17,"Newark, NJ",40.736,-74.172
7/9/17,"Aquebogue, NY",40.945,-72.627
7/9/17,"Hagåtña, Guam",13.476,144.75
7/9/17,"Charlotte, NC",35.227,-80.843
7/9/17,"Lanikai, HI",21.393,-157.715
7/10/17,"Washington, DC",38.907,-77.037
7/10/17,"Jerome, ID",42.724,-114.519
7/10/17,"Whipple Federal Building, St. Paul, MN",44.893,-93.196
7/10/17,"Doral, FL",25.82,-80.355
7/10/17,"Hampton Roads, VA",37.075,-76.398
7/10/17,"Orlando, FL",28.538,-81.379
7/11/17,"Stratford, WI",44.801,-90.079
7/11/17,"Nashville, TN",36.163,-86.782
7/11/17,"Northampton, MA",42.325,-72.641
7/11/17,"Waynesboro, VA",38.068,-78.889
7/11/17,"Penn Station, New York, NY",40.751,-73.994
7/11/17,"Pinellas Park, FL",27.843,-82.7
7/11/17,"Northport, NY",40.901,-73.343
7/12/17,"Murfreesboro, TN",35.846,-86.39
7/12/17,"Dallas, TX",32.777,-96.797
7/12/17,"Pottstown, PA",40.245,-75.65
7/12/17,"Lexington, KY",38.041,-84.504
7/12/17,"Lexington, KY",38.041,-84.504
7/12/17,"University of Georgia, Athens, GA",33.948,-83.377
7/12/17,"Colorado Springs, CO",38.834,-104.821
7/12/17,"Ypsilanti, MI",42.241,-83.613
7/13/17,"Minneapolis, MN",44.978,-93.265
7/13/17,"Brookfield, OH",41.234,-80.566
7/13/17,"Washington, DC",38.907,-77.037
7/13/17,"Kalamazoo, MI",42.292,-85.587
7/13/17,"Merced, CA",37.302,-120.483
7/13/17,"Orchard Park, NY",42.768,-78.744
7/14/17,"Pueblo, CO",38.254,-104.609
7/14/17,"Annapolis, MD",38.978,-76.492
7/14/17,"Largo, FL",27.909,-82.787
7/14/17,"Oakland, CA",37.804,-122.271
7/15/17,"Rochester, NY",43.161,-77.611
7/15/17,"Belle Plaine, MN",44.623,-93.768
7/15/17,"Providence, RI",41.824,-71.413
7/15/17,"Bow, NH",43.132,-71.549
7/15/17,"Bedminster, NJ",40.669,-74.68
7/15/17,"Bedminster, NJ",40.669,-74.68
7/15/17,"Hollywood, Los Angeles, CA",34.093,-118.329
7/15/17,"Hollywood, Los Angeles, CA",34.093,-118.329
7/15/17,"Salem, OR",44.943,-123.035
7/15/17,"Boise, ID",43.619,-116.215
7/15/17,"Klamath Falls, OR",42.225,-121.782
7/15/17,"Indianapolis, IN",39.768,-86.158
7/15/17,"Sacramento, CA",38.582,-121.494
7/15/17,"Colorado Springs, CO",38.834,-104.821
7/15/17,"Mt. Vernon, IL",38.317,-88.903
7/15/17,"Las Vegas, NV",36.17,-115.14
7/15/17,"Hamilton, KY",38.883,-84.782
7/15/17,"Hebron, KY",39.066,-84.703
7/15/17,"Belle Plaine, MN",44.623,-93.768
7/15/17,"Washington, DC",38.907,-77.037
7/15/17,"Washington, DC",38.907,-77.037
7/16/17,"Alamo, TX",26.184,-98.123
7/16/17,"Bedminster, NJ",40.669,-74.68
7/16/17,"St. Paul, MN",44.954,-93.09
7/16/17,"Hattiesburg, MS",31.327,-89.29
7/16/17,"Springfield, MA",42.101,-72.59
7/17/17,"Wilson, WI",44.954,-92.174
7/17/17,"Sunset Beach, NC",33.881,-78.512
7/17/17,"Washington, DC",38.907,-77.037
7/17/17,"McCook, NE",40.197,-100.625
7/17/17,"Pittsburgh, PA",40.441,-79.996
7/17/17,"Indianapolis, IN",39.768,-86.158
7/17/17,"Austin, TX",30.267,-97.743
7/17/17,"White Plains, NY",41.034,-73.763
7/18/17,"Austin, TX",30.267,-97.743
7/18/17,"Lufkin, TX",31.338,-94.729
7/18/17,"New York, NY",40.713,-74.006
7/18/17,"Washington, DC",38.907,-77.037
7/18/17,"Wilmington, NC",34.226,-77.945
7/18/17,"Astoria, OR",46.188,-123.831
7/18/17,"Durham, NC",35.994,-78.899
7/18/17,"Hartford, CT",41.764,-72.685
7/18/17,"Springfield, IL",39.782,-89.65
7/18/17,"Missoula, MT",46.879,-113.997
7/18/17,"Fort Wayne, IN",41.079,-85.139
7/18/17,"Austin, TX",30.267,-97.743
7/18/17,"Augusta, GA",33.473,-82.011
7/18/17,"Paterson, NJ",40.917,-74.172
7/18/17,"Riverton, WY",43.025,-108.38
7/19/17,"Indianapolis, IN",39.768,-86.158
7/19/17,"Denver, CO",39.739,-104.99
7/19/17,"Washington, DC",38.907,-77.037
7/19/17,"Washington, DC",38.907,-77.037
7/19/17,"Austin, TX",30.267,-97.743
7/19/17,"Oakland, CA",37.804,-122.271
7/19/17,"Annapolis, MD",38.978,-76.492
7/19/17,"Toledo, OH",41.664,-83.555
7/19/17,"Pasadena, CA",34.148,-118.145
7/19/17,"Battle Creek, MI",42.321,-85.18
7/19/17,"Winston-Salem, NC",36.1,-80.244
7/19/17,"Kempner, TX",31.081,-98.003
7/19/17,"Waco, TX",31.549,-97.147
7/20/17,"Greenfield, MA",42.588,-72.599
7/20/17,"Latrobe, PA",40.321,-79.379
7/20/17,"Granite City, IL",38.701,-90.149
7/20/17,"Tunkhannock, PA",41.539,-75.947
7/20/17,"Las Vegas, NV",36.17,-115.14
7/20/17,"El Paso, TX",31.762,-106.485
7/20/17,"Boston, MA",42.36,-71.059
7/20/17,"Harlingen, TX",26.191,-97.696
7/20/17,"New Haven, CT",41.308,-72.928
7/20/17,"Lawrence, MA",42.707,-71.163
7/20/17,"Lima, OH",40.743,-84.105
7/20/17,"Minneapolis, MN",44.978,-93.265
7/21/17,"Austin, TX",30.267,-97.743
7/21/17,"Washington, DC",38.907,-77.037
7/21/17,"Salt Lake City, UT",40.761,-111.891
7/21/17,"Denver, CO",39.739,-104.99
7/21/17,"Civic Plaza, Albuquerque, NM",35.088,-106.652
7/21/17,"St. Paul, MN",44.954,-93.09
7/21/17,"Meriden, CT",41.538,-72.807
7/21/17,"St. Louis, MO",38.627,-90.199
7/21/17,"Minneapolis, MN",44.978,-93.265
7/22/17,"Topeka, KS",39.056,-95.689
7/22/17,"San Diego, CA",32.716,-117.161
7/22/17,"Woodstock, IL",42.315,-88.449
7/22/17,"Washington, DC",38.907,-77.037
7/22/17,"Louisville, KY",38.253,-85.758
7/22/17,"Miami, FL",25.762,-80.192
7/22/17,"Lexington, KY",38.041,-84.504
7/22/17,"Detroit, MI",42.331,-83.046
7/22/17,"Los Angeles, CA",34.052,-118.244
7/22/17,"Newton, NJ",41.058,-74.753
7/22/17,"Austin, TX",30.267,-97.743
7/22/17,"Roanoke, VA",37.271,-79.941
7/22/17,"Middletown, NY",41.446,-74.423
7/22/17,"Minneapolis, MN",44.978,-93.265
7/22/17,"Tallahassee, FL",30.438,-84.281
7/22/17,"Perris, CA",33.783,-117.229
7/22/17,"Nashville, TN",36.163,-86.782
7/22/17,"St. Louis, MO",38.627,-90.199
7/22/17,"Newcomerstown, OH",40.272,-81.606
7/23/17,"Hopkinsville, KY",36.866,-87.489
7/23/17,"North Charleston, SC",32.855,-79.975
7/23/17,"New Haven, CT",41.308,-72.928
7/23/17,"St. Louis, MO",38.627,-90.199
7/23/17,"Martinsburg, WV",39.456,-77.964
7/23/17,"Scranton, PA",41.409,-75.662
7/24/17,"Louisville, KY",38.253,-85.758
7/24/17,"Grand Rapids, MI",42.963,-85.668
7/24/17,"Richmond, CA",37.936,-122.348
7/24/17,"Denver, CO",39.739,-104.99
7/24/17,"Charlotte, NC",35.227,-80.843
7/24/17,"Charlotte, NC",35.227,-80.843
7/24/17,"Corpus Christi, TX",27.801,-97.396
7/24/17,"San Antonio, TX",29.424,-98.494
7/24/17,"Bloomington, IN",39.165,-86.526
7/24/17,"Beckley, WV",37.778,-81.188
7/24/17,"Birmingham, AL",33.521,-86.802
7/24/17,"Fort Wayne, IN",41.079,-85.139
7/24/17,"Los Angeles, CA",34.052,-118.244
7/24/17,"Silver Lake, IA",43.456,-95.331
7/24/17,"Cincinnati, OH",39.103,-84.512
7/24/17,"Cincinnati, OH",39.103,-84.512
7/24/17,"Whitesburg, KY",37.118,-82.827
7/24/17,"Porter Ranch, CA",34.282,-118.551
7/24/17,"San Diego, CA",32.716,-117.161
7/25/17,"Menifee, CA",33.697,-117.185
7/25/17,"Youngstown, OH",41.1,-80.65
7/25/17,"Youngstown, OH",41.1,-80.65
7/25/17,"Washington, DC",38.907,-77.037
7/25/17,"Washington, DC",38.907,-77.037
7/25/17,"Vista, CA",33.2,-117.243
7/25/17,"North Hills, PA",40.113,-75.17
7/25/17,"Omaha, NE",41.252,-95.998
7/25/17,"Ann Arbor, MI",42.281,-83.743
7/25/17,"Pine Bluff, AR",34.228,-92.003
7/26/17,"Louisville, KY",38.253,-85.758
7/26/17,"Times Square, New York, NY",40.759,-73.985
7/26/17,"Louisville, KY",38.253,-85.758
7/26/17,"Tulsa, OK",36.154,-95.993
7/26/17,"Washington, DC",38.907,-77.037
7/26/17,"Cincinnati, OH",39.103,-84.512
7/26/17,"Santa Barbara, CA",34.421,-119.698
7/26/17,"Santa Barbara, CA",34.421,-119.698
7/26/17,"Amherst, MA",42.373,-72.52
7/26/17,"Dallas, TX",32.777,-96.797
7/26/17,"Medford, OR",42.327,-122.876
7/26/17,"Santa Clarita, CA",34.392,-118.543
7/26/17,"Austin, TX",30.267,-97.743
7/26/17,"Greenwich, CT",41.026,-73.628
7/26/17,"Sutherland Park Cemetery, Indianapolis, IN",39.832,-86.118
7/26/17,"Norfolk, VA",36.851,-76.286
7/27/17,"Miami, FL",25.762,-80.192
7/27/17,"Columbia, MO",38.952,-92.334
7/27/17,"Austin, TX",30.267,-97.743
7/27/17,"Smithtown, NY",40.856,-73.201
7/27/17,"Palm Springs, CA",33.83,-116.545
7/27/17,"St. Cloud, MN",45.558,-94.163
7/27/17,"Salt Lake City, UT",40.761,-111.891
7/27/17,"Rancho Cucamonga, CA",34.106,-117.593
7/27/17,"Brentwood, NY",40.781,-73.246
7/27/17,"Denver, CO",39.739,-104.99
7/27/17,"Hartford, CT",41.764,-72.685
7/27/17,"Portland, OR",45.523,-122.676
7/27/17,"Painesville, OH",41.724,-81.246
7/27/17,"Concord, CA",37.978,-122.031
7/28/17,"Magic Island, Honolulu (Oahu), HI",21.284,-157.847
7/28/17,"Colorado Springs, CO",38.834,-104.821
7/28/17,"Westwood, CA",40.306,-121.006
7/28/17,"Pocatello, ID",42.871,-112.446
7/28/17,"Portland, OR",45.523,-122.676
7/28/17,"Brentwood, MO",38.618,-90.349
7/28/17,"Fargo, MN",46.877,-96.79
7/28/17,"San Bernardino, CA",34.108,-117.29
7/28/17,"Philadelphia, PA",39.953,-75.165
7/28/17,"Boston, MA",42.36,-71.059
7/28/17,"Rochester, NY",43.11,-77.63
7/28/17,"Los Angeles, CA",34.052,-118.244
7/29/17,"Asbury Park, NJ",40.22,-74.012
7/29/17,"El Paso, TX",31.762,-106.485
7/29/17,"Staunton, VA",38.15,-79.072
7/29/17,"Wilmington, NC",34.226,-77.945
7/29/17,"New Orleans, LA",29.951,-90.072
7/29/17,"New Orleans, LA",29.951,-90.072
7/29/17,"Atlanta, GA",33.749,-84.388
7/29/17,"Salt Lake City, UT",40.761,-111.891
7/29/17,"Sandisfield, MA",42.113,-73.143
7/29/17,"Asheville, NC",35.595,-82.551
7/29/17,"Palm Springs, Palm Springs, CA",33.83,-116.545
7/29/17,"San Diego, CA",32.716,-117.161
7/29/17,"Los Angeles, CA",34.052,-118.244
7/29/17,"Washington, DC",38.907,-77.037
7/29/17,"Denver, CO",39.739,-104.99
7/29/17,"Chicago, IL",41.878,-87.63
7/29/17,"Columbus, GA",32.461,-84.988
7/29/17,"Iowa City, IA",41.661,-91.53
7/29/17,"Austin, TX",30.267,-97.743
7/29/17,"Greene County, TN",36.135,-82.821
7/29/17,"Montpelier, VT",44.26,-72.575
7/29/17,"Courthouse Square, Dayton, OH",39.76,-84.192
7/29/17,"Cambridge, MA",42.374,-71.11
7/29/17,"Reading, PA",40.336,-75.927
7/29/17,"Lima, OH",40.743,-84.105
7/29/17,"Hartford, CT",41.764,-72.685
7/29/17,"Des Moines, IA",41.601,-93.609
7/29/17,"Reno, NV",39.53,-119.814
7/29/17,"San Antonio, TX",29.424,-98.494
7/29/17,"Dallas, TX",32.777,-96.797
7/29/17,"Coal Run, KY",37.513,-82.558
7/29/17,"Louisville, KY",38.253,-85.758
7/29/17,"Annapolis, MD",38.978,-76.492
7/29/17,"Santa Rosa, CA",38.44,-122.714
7/29/17,"San Jose, CA",37.338,-121.886
7/29/17,"San Mateo, CA",37.563,-122.326
7/29/17,"Cedar Rapids, IA",41.978,-91.666
7/29/17,"Waterloo, IA",42.493,-92.343
7/29/17,"Sioux City, IA",42.5,-96.4
7/29/17,"Washington Park, Dubuque, IA",42.499,-90.668
7/29/17,"Davenport, IA",41.524,-90.578
7/29/17,"Anchorage, AK",61.218,-149.9
7/29/17,"Fairbanks, AK",64.838,-147.716
7/29/17,"Juneau, AK",58.302,-134.42
7/29/17,"Lehi, UT",40.392,-111.851
7/29/17,"New Haven, CT",41.308,-72.928
7/29/17,"Seattle, WA",47.606,-122.332
7/29/17,"Gulfport, MS",30.367,-89.093
7/29/17,"Henderson, NC",36.33,-78.399
7/29/17,"Baltimore, MD",39.29,-76.612
7/29/17,"Cleveland, OH",41.499,-81.694
7/29/17,"Salt Lake City, UT",40.761,-111.891
7/29/17,"Portland, OR",45.523,-122.676
7/29/17,"Seattle, WA",47.606,-122.332
7/29/17,"New York, NY",40.713,-74.006
7/29/17,"San Francisco, CA",37.775,-122.419
7/29/17,"Washingto​n, DC",38.907,-77.037
7/29/17,"Avoyelles, LA",30.971,-92.067
7/30/17,"Royal Oak, MI",42.489,-83.145
7/30/17,"Chicago, IL",41.878,-87.63
7/30/17,"St. Louis, MO",38.627,-90.199
7/30/17,"Pensacola, FL",30.421,-87.217
7/30/17,"Canton, MS",32.613,-90.037
7/30/17,"Margate, NJ",39.328,-74.503
7/30/17,"Corpus Christi, TX",27.801,-97.396
7/30/17,"Hollywood, Los Angeles, CA",34.093,-118.329
7/31/17,"Greensboro, NC",36.073,-79.792
7/31/17,"Richmond, CA",37.936,-122.348
7/31/17,"Franklin Square, Center City, PA",39.956,-75.15
7/31/17,"Idaho Falls, ID",43.492,-112.034
7/31/17,"Hamilton, OH",39.4,-84.561
7/31/17,"State College, PA",40.793,-77.86
7/31/17,"Corvallis, OR",44.565,-123.262
8/1/17,"Fort Worth, TX",32.755,-97.331
8/1/17,"Austin, TX",30.267,-97.743
8/1/17,"Cold Spring, MN",45.454,-94.428
8/1/17,"Marquette, MI",46.548,-87.396
8/1/17,"Fort Worth, TX",32.755,-97.331
8/1/17,"Southaven, TN",34.992,-90.002
8/1/17,"Springfield, OH",39.924,-83.809
8/1/17,"Maui, HI",20.798,-156.332
8/2/17,"Muncie, IN",40.193,-85.386
8/2/17,"Austin, TX",30.267,-97.743
8/2/17,"Pittsburgh, PA",40.441,-79.996
8/2/17,"Wyomissing, PA",40.33,-75.965
8/2/17,"Grand Junction, CO",39.064,-108.551
8/2/17,"Columbus, OH",39.961,-82.999
8/2/17,"Rockland, ME",44.104,-69.109
8/2/17,"Jurupa Valley, CA",33.997,-117.485
8/3/17,"Philadelphia, PA",39.953,-75.165
8/3/17,"Austin, TX",30.267,-97.743
8/3/17,"Las Cruces, NM",32.32,-106.764
8/3/17,"Huntington, WV",38.419,-82.445
8/3/17,"Huntington, WV",38.419,-82.445
8/3/17,"Winston-Salem, NC",36.1,-80.244
8/3/17,"Raleigh, NC",35.78,-78.638
8/3/17,"Hartford, CT",41.764,-72.685
8/3/17,"Nashville, TN",36.163,-86.782
8/4/17,"Asbury Park, NJ",40.22,-74.012
8/4/17,"Austin, TX",30.267,-97.743
8/4/17,"Palo Alto, CA",37.442,-122.143
8/4/17,"Fayetteville, NC",35.053,-78.878
8/4/17,"Monsey, NY",41.111,-74.068
8/4/17,"Linden, NJ",40.622,-74.245
8/4/17,"San Angelo, TX",31.464,-100.437
8/4/17,"Sumas, WA",49,-122.265
8/5/17,"Austin, TX",30.267,-97.743
8/5/17,"Spring Hope, NC",35.945,-78.112
8/5/17,"Frankford, NJ",41.166,-74.745
8/5/17,"Bedminster, NJ",40.669,-74.68
8/5/17,"Greensboro, NC",36.073,-79.792
8/5/17,"Bradenton, FL",27.499,-82.575
8/5/17,"Sarasota, FL",27.336,-82.531
8/5/17,"Charleston, SC",32.776,-79.931
8/5/17,"Hamilton, OH",39.4,-84.561
8/6/17,"Vancouver, WA",45.632,-122.672
8/6/17,"Bonforte Park, Colorado Springs, CO",38.866,-104.814
8/6/17,"Waterfront Park, Portland, OR",45.52,-122.671
8/6/17,"Waterfront Park, Portland, OR",45.52,-122.671
8/6/17,"Lincoln, NE",40.826,-96.685
8/6/17,"Omaha, NE",41.252,-95.998
8/6/17,"Orlando, FL",28.538,-81.379
8/6/17,"Kansas City, MO",39.1,-94.579
8/7/17,"Vancouver, WA",45.632,-122.672
8/7/17,"Milwaukee, WI",43.039,-87.906
8/7/17,"Philadelphia, PA",39.953,-75.165
8/7/17,"St. Louis, MO",38.627,-90.199
8/7/17,"St. Louis, MO",38.627,-90.199
8/7/17,"Holyoke, MA",42.204,-72.616
8/7/17,"Mount Airy, MD",39.376,-77.155
8/7/17,"Fargo, ND",46.877,-96.79
8/8/17,"Bloomington, MN",39.165,-86.526
8/8/17,"Los Angeles, CA",34.052,-118.244
8/8/17,"Bloomington, MN",44.841,-93.298
8/8/17,"Marysville, CA",39.146,-121.591
8/8/17,"Lynwood, WA",47.821,-122.315
8/8/17,"Denver, CO",39.739,-104.99
8/8/17,"Huntington Beach, CA",33.659,-117.999
8/8/17,"Springfield, MA",42.101,-72.59
8/8/17,"Boston, MA",42.36,-71.059
8/8/17,"Worcester, MA",42.263,-71.802
8/8/17,"New Haven, CT",41.308,-72.928
8/8/17,"Glen Rock, NJ",40.963,-74.133
8/8/17,"Detroit, MI",42.331,-83.046
8/8/17,"Vista, CA",33.2,-117.243
8/8/17,"Vista, CA",33.2,-117.243
8/8/17,"Memphis, TN",35.15,-90.049
8/8/17,"Rochester, NY",43.161,-77.611
8/8/17,"Miami, FL",25.762,-80.192
8/8/17,"Sumas, WA",49,-122.265
8/9/17,"Los Angeles, CA",34.052,-118.244
8/9/17,"Sandisfield, MA",42.113,-73.143
8/9/17,"Santa Cruz, CA",36.974,-122.031
8/9/17,"Paepcke Park, Aspen, CO",39.191,-106.822
8/9/17,"St. Paul, MN",44.954,-93.09
8/9/17,"Woodbury, MN",44.924,-92.959
8/9/17,"Santa Fe, NM",35.687,-105.938
8/9/17,"Livermore, CA",37.682,-121.768
8/9/17,"Austin, TX",30.267,-97.743
8/9/17,"Portland, ME",43.661,-70.255
8/9/17,"Miami, FL",25.762,-80.192
8/9/17,"Cambridge, IL",41.304,-90.193
8/9/17,"Duluth, MN",46.787,-92.1
8/9/17,"Eau Claire, WI",44.811,-91.498
8/10/17,"South Bend, IN",41.676,-86.252
8/10/17,"Monmouth, IL",40.911,-90.647
8/10/17,"Austin, TX",30.267,-97.743
8/10/17,"Albany, NY",42.653,-73.756
8/10/17,"Rochester, MN",44.012,-92.48
8/10/17,"Durham, NC",35.994,-78.899
8/10/17,"New York, NY",40.713,-74.006
8/10/17,"New Port Richey, FL",28.244,-82.719
8/10/17,"Apple Valley, MN",44.732,-93.218
8/11/17,"Henrico, VA",37.506,-77.332
8/11/17,"Portland, ME",43.661,-70.255
8/11/17,"Charleston, SC",32.776,-79.931
8/11/17,"Sharpsburg, MD",39.458,-77.749
8/11/17,"Minneapolis, MN",44.978,-93.265
8/11/17,"Jacksonville, FL",30.332,-81.656
8/11/17,"University of Virginia, Charlottesville, VA",38.034,-78.508
8/11/17,"University of Virginia, Charlottesville, VA",38.034,-78.508
8/11/17,"St. Charles, IL",41.914,-88.309
8/11/17,"Fitchburg, MA",42.583,-71.802
8/12/17,"Nacogdoches, TX",31.604,-94.655
8/12/17,"Pittsburgh, PA",40.441,-79.996
8/12/17,"Mission, TX",26.216,-98.325
8/12/17,"Houston, TX",29.76,-95.37
8/12/17,"Houston, TX",29.76,-95.37
8/12/17,"Fort Lauderdale, FL",26.122,-80.137
8/12/17,"Miami, FL",25.762,-80.192
8/12/17,"Charlottesville, VA",38.029,-78.477
8/12/17,"Charlottesville, VA",38.029,-78.477
8/12/17,"Portland, ME",43.661,-70.255
8/12/17,"Abingdon, VA",36.71,-81.977
8/12/17,"San Antonio, TX",29.424,-98.494
8/12/17,"San Antonio, TX",29.424,-98.494
8/12/17,"Hayneville, AL",32.184,-86.58
8/12/17,"Riverside Gardens Park, Red Bank, NJ",40.352,-74.068
8/12/17,"Wooldridge Square Park, Austin, TX",30.272,-97.746
8/12/17,"Oakland, CA",37.804,-122.271
8/12/17,"Kalamazoo, MI",42.292,-85.587
8/12/17,"Nashville, TN",36.163,-86.782
8/12/17,"El Cajon, CA",32.795,-116.963
8/12/17,"Travis Park, San Antonio, TX",29.428,-98.489
8/12/17,"Los Angeles, CA",34.052,-118.244
8/12/17,"San Francisco, CA",37.775,-122.419
8/12/17,"Convention Center, Portland, OR",45.528,-122.663
8/12/17,"New York, NY",40.713,-74.006
8/12/17,"Santa Ana, CA",33.745,-117.868
8/12/17,"Boston, MA",42.36,-71.059
8/12/17,"Ellensburg, WA",46.997,-120.548
8/12/17,"Jacksonville, FL",30.332,-81.656
8/12/17,"Baltimore, MD",39.29,-76.612
8/12/17,"Los Angeles, CA",34.052,-118.244
8/12/17,"Orlando, FL",28.538,-81.379
8/12/17,"Pittsfield, MA",42.45,-73.245
8/12/17,"West Bradenton, FL",27.503,-82.614
8/12/17,"Vista, CA",33.2,-117.243
8/12/17,"Peterborough, NH",42.871,-71.952
8/13/17,"Langley, WA",48.04,-122.406
8/13/17,"Margate, NJ",39.328,-74.503
8/13/17,"Washington, DC",38.907,-77.037
8/13/17,"New York, NY",40.713,-74.006
8/13/17,"Nashville, TN",36.163,-86.782
8/13/17,"Atlanta, GA",33.749,-84.388
8/13/17,"Redlands, CA",34.056,-117.183
8/13/17,"Temecula, CA",33.494,-117.148
8/13/17,"Evansville, IN",37.972,-87.571
8/13/17,"Townsend Park, Albany, NY",42.658,-73.765
8/13/17,"Lafayette, CO",39.994,-105.09
8/13/17,"Fort Collins, CO",40.585,-105.084
8/13/17,"Durango, CO",37.275,-107.88
8/13/17,"Denver, CO",39.739,-104.99
8/13/17,"Buffalo, NY",42.886,-78.878
8/13/17,"San Jose, CA",37.338,-121.886
8/13/17,"Mountain View, CA",37.386,-122.084
8/13/17,"Seattle, WA",47.606,-122.332
8/13/17,"Seattle, WA",47.606,-122.332
8/13/17,"Hillsboro, OR",45.523,-122.99
8/13/17,"City Hall, Portland, OR",45.523,-122.676
8/13/17,"Bowling Green, OH",41.375,-83.651
8/13/17,"Wilmington, DE",39.739,-75.54
8/13/17,"Jefferson Square Park, Louisville, KY",38.253,-85.758
8/13/17,"Los Angeles, CA",34.052,-118.244
8/13/17,"Santa Ana, CA",33.745,-117.868
8/13/17,"Oakland, CA",37.804,-122.271
8/13/17,"St. Cloud, MN",45.558,-94.163
8/13/17,"Decatur, GA",33.775,-84.296
8/13/17,"Springfield, MO",37.209,-93.292
8/13/17,"Merced, CA",37.302,-120.483
8/13/17,"Memphis, TN",35.15,-90.049
8/13/17,"San Antonio, TX",29.424,-98.494
8/13/17,"Phoenix, AZ",33.448,-112.074
8/13/17,"Charlottesville, VA",38.029,-78.477
8/13/17,"Cathedral of Learning, Pittsburgh, PA",40.444,-79.953
8/13/17,"Davenport, IA",41.524,-90.578
8/13/17,"Richmond, VA",37.541,-77.436
8/13/17,"Bakersfield, CA",35.373,-119.019
8/13/17,"Great Falls, MT",47.494,-111.283
8/13/17,"Whitefish, MT",48.411,-114.335
8/13/17,"Butte, MT",46.004,-112.535
8/13/17,"Missoula, MT",46.879,-113.997
8/13/17,"Petaluma, CA",38.232,-122.637
8/13/17,"Santa Rosa, CA",38.44,-122.714
8/13/17,"Kerrville, TX",30.047,-99.14
8/13/17,"Anchorage, AK",61.218,-149.9
8/13/17,"Carl Braden Memorial Center, West Louisville, KY",38.249,-85.806
8/13/17,"Burlington, VT",44.476,-73.212
8/13/17,"New London, CT",41.356,-72.1
8/13/17,"West Hartford, CT",41.762,-72.742
8/13/17,"Jackson, MI",42.246,-84.401
8/13/17,"Johnson City, TN",36.313,-82.353
8/13/17,"Penn Square, Lancaster, PA",40.038,-76.306
8/13/17,"Jersey City, NJ",40.728,-74.078
8/13/17,"Budd Lake, NJ",40.871,-74.734
8/13/17,"City Park, Appleton, WI",44.265,-88.4
8/13/17,"Campus Martius Park, Detroit, MI",42.332,-83.047
8/13/17,"Clarksville, TN",36.53,-87.359
8/13/17,"Bloomington, IN",39.165,-86.526
8/13/17,"Indianapolis, IN",39.768,-86.158
8/13/17,"Terre Haute, IN",39.467,-87.414
8/13/17,"San Francisco, CA",37.775,-122.419
8/13/17,"Tucson, AZ",32.222,-110.926
8/13/17,"Jacksonville, FL",30.332,-81.656
8/13/17,"Milwaukee, WI",43.039,-87.906
8/13/17,"Hollywood, FL",26.011,-80.149
8/13/17,"West Palm Beach, FL",26.715,-80.053
8/13/17,"Miami, FL",25.762,-80.192
8/13/17,"Greenville, SC",34.853,-82.394
8/13/17,"Cleveland, OH",41.499,-81.694
8/13/17,"Brooklyn, New York, NY",40.678,-73.944
8/13/17,"Watsonville, CA",36.91,-121.757
8/13/17,"Santa Cruz, CA",36.974,-122.031
8/13/17,"Worcester, MA",42.263,-71.802
8/13/17,"New Haven, CT",41.308,-72.928
8/13/17,"San Carlos, CA",37.507,-122.261
8/13/17,"Cloverdale, CA",38.805,-123.017
8/13/17,"Cotati, CA",38.329,-122.71
8/13/17,"Richmond, IN",39.829,-84.89
8/13/17,"Charlottesville, VA",38.029,-78.477
8/13/17,"Charleston, SC",32.776,-79.931
8/13/17,"Chicago, IL",41.878,-87.63
8/13/17,"Allentown, PA",40.608,-75.49
8/13/17,"Market Square, Knoxville, TN",35.965,-83.919
8/13/17,"Orlando, FL",28.538,-81.379
8/13/17,"Wichita, KS",37.687,-97.33
8/13/17,"Charleston, WV",38.35,-81.633
8/13/17,"Las Vegas, NV",36.17,-115.14
8/13/17,"Greenwich, CT",41.026,-73.628
8/13/17,"Plymouth, MA",41.958,-70.667
8/13/17,"Salem, OR",44.943,-123.035
8/13/17,"Houston, TX",29.76,-95.37
8/13/17,"Palm Springs, CA",33.83,-116.545
8/13/17,"Kalamazoo, MI",42.292,-85.587
8/13/17,"Asheville, NC",35.595,-82.551
8/13/17,"Homer, AK",59.642,-151.548
8/13/17,"Utica, NY",43.101,-75.233
8/13/17,"Baltimore, MD",39.29,-76.612
